ref|label|hilo|item|login|fechaini|fechafin|detail|group|type|typename|unitprogram|unit|price
TK1709-0057|Construcciones provisorias|TK1709-0056||usuario|25/09/2017 00:01|25/09/2017 23:59||0|||||
