fk_pcg_version|pcg_type|pcg_subtype|account_parent|fk_accounting_category|account_number|label|cta_normal|cta_clase|TIPO,C,1|AUX,C,1|NIVEL,N,2,0|NOTABG,C,10|NOTAER,C,10|AUX_BASE,C,13
PC_SIGEP|ORDEN|X|||82000|Cuentas de Orden - Acreedoras|S||N|N|2|||
PC_SIGEP|ORDEN|X|||82100|Contingencia por GarantÝas y Avales|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82200|Recursos de PrÚstamos y Convenios Contratados por Ejecutar|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82300|Responsabilidad por TÝtulos y Valores Recibidos|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82400|Responsabilidad por Valores Fiscales e Impresos en Dep¾sito|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82500|Contingencia por TÝtulos y Valores Entregados|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82600|Contingencia por Valores Fiscales e Impresos Entregados|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82700|Responsabilidad por Bienes Recibidos en Dep¾sito|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82800|Responsabilidad por Deudores de Gastos a Rendir|S||S|N|3|||
PC_SIGEP|ORDEN|X|||82900|Otras Cuentas de Orden Acreedoras|S||N|N|3|||
PC_SIGEP|ORDEN|X|||82910|Convenios de Contraparte Suscritos|S||S|N|4|||
PC_SIGEP|ORDEN|X|||82920|Reembolsos Pendientes|S||S|N|4|||
PC_SIGEP|ORDEN|X|||82930|Mantenimiento de Obras Concluidas|A||S|S|4|||
PC_SIGEP|ORDEN|X|||82940|Responsabilidad por Acciones Telef¾nicas - Proyectos de Inversi¾n|A||S|S|4|||
PC_SIGEP|ORDEN|X|||82950|Responsabilidad por Activo Fijo - Proyectos de Inversi¾n|A||S|S|4|||
PC_SIGEP|ORDEN|X|||82960|Responsabilidad por Activo Intangible - Proyectos de Inversi¾n|A||S|S|4|||
PC_SIGEP|ORDEN|X|||82990|Otras Cuentas Acreedoras|S||S|N|4|||
