Ref.* (p.ref)|Etiqueta* (p.label)|Descripción (p.description)|URL pública (p.url)|Código contable ventas (p.accountancy_code_sell)|Código contable compras (p.accountancy_code_buy)|Nota (p.note)|Length (p.length)|Surface (p.surface)|Volume (p.volume)|Weight (p.weight)|Duración (p.duration)|Código aduanero (p.customcode)|PVP sin IVA (p.price)|PVP con IVA (p.price_ttc)|IVA (p.tva_tx)|En venta* (p.tosell)|En compra* (p.tobuy)|Tipo* (p.fk_product_type)|Naturaleza (p.finished)|Fecha de creación (p.datec)|Stock límite para alertas (p.seuil_stock_alerte)|Stock óptimo deseado (p.desiredstock)|Valor (PMP) (p.pmp)|CostPrice (p.cost_price)
04AB002|"BARRA DE ACERO CORRUGADO  1/4""  (6 mm.)"|KG||||||||||||4,25256||1|1|0||||||
04AB003|"BARRA DE ACERO CORRUGADO  5/16"" (8 mm.)"|KG||||||||||||4,23168||1|1|0||||||
04AB004|"BARRA DE ACERO CORRUGADO  3/8"" (10 mm.)"|KG||||||||||||4,09248||1|1|0||||||
04AB005|"BARRA DE ACERO CORRUGADO  1/2"" (12 mm.)"|KG||||||||||||3,78624||1|1|0||||||
04AB006|"BARRA DE ACERO CORRUGADO  5/8"" (16 mm.)"|KG||||||||||||4,39176||1|1|0||||||
04AB007|"BARRA DE ACERO CORRUGADO  3/4"" (20 mm.)"|KG||||||||||||4,44744||1|1|0||||||
04AB008|"BARRA DE ACERO CORRUGADO  1""   (25 mm.)"|KG||||||||||||4,50312||1|1|0||||||
04BA001|BARRA DE ACERO LISO  7/32   (5.5 mm.)|KG||||||||||||2,16456||1|1|0||||||
04BA002|"BARRA DE ACERO LISO  1/4""   (6 mm.)"|KG||||||||||||4,4196||1|1|0||||||
04BA003|"BARRA DE ACERO LISO  5/16""  (8 mm.)"|KG||||||||||||4,06464||1|1|0||||||
04BA004|"BARRA DE ACERO LISO  3/8""  (10 mm.)"|KG||||||||||||4,35696||1|1|0||||||
04BA005|"BARRA DE ACERO LISO  1/2""  (12 mm.)"|KG||||||||||||3,97416||1|1|0||||||
04BA006|"BARRA DE ACERO LISO  5/8""  (16 mm.)"|KG||||||||||||4,57968||1|1|0||||||
04BA007|"BARRA DE ACERO LISO  3/4""  (20 mm.)"|KG||||||||||||4,70496||1|1|0||||||
04BA008|"BARRA DE ACERO LISO  1""    (25 mm.)"|KG||||||||||||4,09248||1|1|0||||||
04CA001|ALAMBRE PARA CERCO LISO|ML||||||||||||0||1|1|0||||||
04CB001|ALAMBRE GALVANIZADO|KG||||||||||||9,05496||1|1|0||||||
04CB002|ALAMBRE GALVANIZADO #  8|KG||||||||||||8,23368||1|1|0||||||
04CB003|ALAMBRE GALVANIZADO # 10|KG||||||||||||8,23368||1|1|0||||||
04CB004|ALAMBRE GALVANIZADO # 12|KG||||||||||||8,56776||1|1|0||||||
04CB005|ALAMBRE GALVANIZADO # 14|KG||||||||||||8,92272||1|1|0||||||
04CB006|ALAMBRE GALVANIZADO # 16|KG||||||||||||9,42384||1|1|0||||||
04CB007|ALAMBRE GALVANIZADO # 18|KG||||||||||||11,5536||1|1|0||||||
04CC001|ALAMBRE NEGRO DE AMARRE|KG||||||||||||6,66768||1|1|0||||||
04CD001|ALAMBRE DE PUAS 500 M.|ML||||||||||||0,348||1|1|0||||||
04CD002|ALAMBRE DE PUAS GALV. SIMPLE|KG||||||||||||0,0348||1|1|0||||||
04CD003|ALAMBRE DE PUAS GALV. TRIPLE|KG||||||||||||1,82352||1|1|0||||||
04DH001|RIELES DE FERROCARRIL|ML||||||||||||0||1|1|0||||||
04DH002|RIELES EN DESUSO|ML||||||||||||0||1|1|0||||||
04EA001|"PERFIL ANGULAR  5/8 x 1/8"""|ML||||||||||||4,14816||1|1|0||||||
04EA002|"PERFIL ANGULAR  3/4 x 1/8"""|ML||||||||||||4,75368||1|1|0||||||
04EA003|"PERFIL ANGULAR 1 X 3/16"""|ML||||||||||||10,01544||1|1|0||||||
04EA004|"PERFIL ANGULAR 1 X 1/8"""|ML||||||||||||6,16656||1|1|0||||||
04EA005|"PERFIL ANGULAR 1 X 1/4"""|ML||||||||||||13,47456||1|1|0||||||
04EA006|"PERFIL ANGULAR 1 1/4 X 1/8"""|ML||||||||||||8,24064||1|1|0||||||
04EA007|"PERFIL ANGULAR 1 1/4 X 3/16"""|ML||||||||||||13,34232||1|1|0||||||
04EA008|"PERFIL ANGULAR 1 1/4 X 1/4"""|ML||||||||||||17,56704||1|1|0||||||
04EA009|"PERFIL ANGULAR 1 1/2 X 1/8"""|ML||||||||||||10,06416||1|1|0||||||
04EA010|"PERFIL ANGULAR 1 1/2 X 3/16"""|ML||||||||||||14,41416||1|1|0||||||
04EA011|"PERFIL ANGULAR 1 1/2 X 1/4"""|ML||||||||||||20,13528||1|1|0||||||
04EA012|"PERFIL ANGULAR 2 1/2 X 1/4"""|ML||||||||||||34,51464||1|1|0||||||
04EA013|"PERFIL ANGULAR 2 1/2 X 3/8"""|ML||||||||||||57,6288||1|1|0||||||
04EA014|"PERFIL ANGULAR 2 X 1/8"""|ML||||||||||||15,13104||1|1|0||||||
04EA015|"PERFIL ANGULAR 2 X 3/16"""|ML||||||||||||21,17928||1|1|0||||||
04EA016|"PERFIL ANGULAR 2 X 1/4"""|ML||||||||||||28,27152||1|1|0||||||
04EA017|"PERFIL ANGULAR 2 X 3/8"""|ML||||||||||||37,11072||1|1|0||||||
04EA018|"PERFIL ANGULAR 3 X 1/4"""|ML||||||||||||44,14032||1|1|0||||||
04EA019|"PERFIL ANGULAR 3 X 3/8"""|ML||||||||||||61,944||1|1|0||||||
04EA101|"PERFIL L 3/4"" x 3/4"" x 1/8"""|ML||||||||||||26,6568||1|1|0||||||
04EA102|"PERFIL L 1"" x 1"" x 1/8"""|ML||||||||||||37,7928||1|1|0||||||
04EA103|"PERFIL L 2"" x 1"" x 1/8"""|ML||||||||||||41,4816||1|1|0||||||
04EC001|"PERFIL TEE  1/4"" X 1/8"""|ML||||||||||||0||1|1|0||||||
04EC002|"PERFIL TEE  1/2"" X 1/8"""|ML||||||||||||0||1|1|0||||||
04EC003|"PERFIL TEE  3/4"" X 1/8"""|ML||||||||||||5,41488||1|1|0||||||
04EC004|"PERFIL TEE  7/8"" X 1/8"""|ML||||||||||||0||1|1|0||||||
04EC005|"PERFIL TEE 1"" X 1/8"""|ML||||||||||||7,25232||1|1|0||||||
04EC006|"PERFIL TEE 1 1/4"" X 1/8"""|ML||||||||||||10,20336||1|1|0||||||
04EC007|"PERFIL TEE 1 1/4"" X 3/16"""|ML||||||||||||14,62296||1|1|0||||||
04EC008|"PERFIL TEE 1 1/2"" X 1/8"""|ML||||||||||||12,82032||1|1|0||||||
04EC009|"PERFIL TEE 1 1/2"" X 3/16"""|ML||||||||||||16,008||1|1|0||||||
04EC010|"PERFIL TEE 2"" X 1/8"""|ML||||||||||||87,348||1|1|0||||||
04EC011|"PERFIL TEE 2"" X 1/4"""|ML||||||||||||30,05328||1|1|0||||||
04ED001|PERFIL TUBULAR CUADRADO 15x15 mm|ML||||||||||||3,38256||1|1|0||||||
04ED002|PERFIL TUBULAR CUADRADO 20x20 mm|ML||||||||||||4,67712||1|1|0||||||
04ED003|PERFIL TUBULAR CUADRADO 25x25 mm|ML||||||||||||5,36616||1|1|0||||||
04ED004|PERFIL TUBULAR CUADRADO 30x30 mm|ML||||||||||||6,82776||1|1|0||||||
04ED005|PERFIL TUBULAR CUADRADO 35x35 mm|ML||||||||||||8,12928||1|1|0||||||
04ED006|PERFIL TUBULAR CUADRADO 40x40 mm|ML||||||||||||9,42384||1|1|0||||||
04EE001|PERFIL TUBULAR RECTANGULAR 15X35 mm.|ML||||||||||||5,65848||1|1|0||||||
04EE002|PERFIL TUBULAR RECTANGULAR 20X30 mm.|ML||||||||||||5,97168||1|1|0||||||
04EE003|PERFIL TUBULAR RECTANGULAR 20X40 mm.|ML||||||||||||6,96||1|1|0||||||
04EE004|PERFIL TUBULAR RECTANGULAR 20X40X2 mm.|ML||||||||||||14,46288||1|1|0||||||
04EE005|PERFIL TUBULAR RECTANGULAR 30X40X2 mm.|ML||||||||||||16,53||1|1|0||||||
04EE006|PERFIL TUBULAR RECTANGULAR 30X50X2 mm.|ML||||||||||||9,86232||1|1|0||||||
04EE007|PERFIL TUBULAR RECTANGULAR 30X60X2 mm.|ML||||||||||||16,94064||1|1|0||||||
04EE008|PERFIL TUBULAR RECTANGULAR 40X60X2 mm.|ML||||||||||||26,14176||1|1|0||||||
04EF001|PERFIL TUBULAR REDONDO  12 mm|ML||||||||||||2,38728||1|1|0||||||
04EF002|PERFIL TUBULAR REDONDO  16 mm.|ML||||||||||||2,72136||1|1|0||||||
04EF003|PERFIL TUBULAR REDONDO  19 mm.|ML||||||||||||3,19464||1|1|0||||||
04EF004|PERFIL TUBULAR REDONDO  22 mm.|ML||||||||||||3,97416||1|1|0||||||
04EF005|PERFIL TUBULAR REDONDO  25 mm.|ML||||||||||||4,60056||1|1|0||||||
04EF006|PERFIL TUBULAR REDONDO  25 x 2 mm.|ML||||||||||||9,52824||1|1|0||||||
04EF007|PERFIL TUBULAR REDONDO  29 x 2 mm.|ML||||||||||||11,2056||1|1|0||||||
04EF008|PERFIL TUBULAR REDONDO  32 mm.|ML||||||||||||5,90208||1|1|0||||||
04EF009|PERFIL TUBULAR REDONDO  32 x 2 mm.|ML||||||||||||12,24264||1|1|0||||||
04EF010|"PERFIL TUBULAR REDONDO  38 mm (1 1/2 "")"|ML||||||||||||7,00872||1|1|0||||||
04EF011|PERFIL TUBULAR REDONDO  38 x 2 mm.|ML||||||||||||15,56256||1|1|0||||||
04EF012|"PERFIL TUBULAR REDONDO  50 mm ( 2"")"|ML||||||||||||9,61872||1|1|0||||||
04EF013|PERFIL TUBULAR REDONDO  50 x 2 mm.|ML||||||||||||18,25608||1|1|0||||||
04EF014|PERFIL TUBULAR REDONDO  78 x 2 mm.|ML||||||||||||25,00032||1|1|0||||||
04EH001|PERFIL P/VENTANA  3-2  LONG. 6 M|ML||||||||||||6,93912||1|1|0||||||
04EH002|PERFIL P/VENTANA  3-3  LONG. 6 M|ML||||||||||||7,18272||1|1|0||||||
04EH003|PERFIL P/VENTANA  3-4  LONG. 6 M|ML||||||||||||12,68808||1|1|0||||||
04EH004|PERFIL P/VENTANA  3-5  LONG. 6 M|ML||||||||||||11,84592||1|1|0||||||
04EH005|PERFIL P/VENTANA  3-6  LONG. 6 M|ML||||||||||||7,0992||1|1|0||||||
04EH006|PERFIL P/VENTANA  4-2  LONG. 6 M|ML||||||||||||10,4052||1|1|0||||||
04EH007|PERFIL P/VENTANA  5-2  LONG. 6 M|ML||||||||||||1,95576||1|1|0||||||
04EH008|PERFIL P/VENTANA  5-4  LONG. 6 M|ML||||||||||||2,9232||1|1|0||||||
04FA001|PLANCHA DE ACERO|KG||||||||||||15,66||1|1|0||||||
04FA002|PLANCHA DE ACERO  0.45 mm.|M2||||||||||||25,1952||1|1|0||||||
04FA003|"PLANCHA DE ACERO  1/40"" (0.60 mm.)"|M2||||||||||||32,5728||1|1|0||||||
04FA004|PLANCHA DE ACERO  0.90 mm.|M2||||||||||||52,99344||1|1|0||||||
04FA005|"PLANCHA DE ACERO  1/32"" (.75 mm.)"|M2||||||||||||39,9504||1|1|0||||||
04FA006|PLANCHA DE ACERO  1.06 mm.|M2||||||||||||61,91616||1|1|0||||||
04FA007|"PLANCHA DE ACERO  1/16"" (1.50 mm.)"|M2||||||||||||84,1116||1|1|0||||||
04FA008|"PLANCHA DE ACERO  1/8""  (3 mm.)"|M2||||||||||||149,814||1|1|0||||||
04FA009|"PLANCHA DE ACERO  3/16"" (4.75 mm.)"|M2||||||||||||250,62264||1|1|0||||||
04FA010|"PLANCHA DE ACERO  1/4""  (6.30 mm.)"|M2||||||||||||308,28624||1|1|0||||||
04FA011|"PLANCHA DE ACERO  5/16"" (8 mm.)"|M2||||||||||||408,19008||1|1|0||||||
04FA012|"PLANCHA DE ACERO  3/8""  (10 mm.)"|M2||||||||||||489,24624||1|1|0||||||
04FA013|"PLANCHA DE ACERO  1/2""  (12 mm.)"|M2||||||||||||644,41248||1|1|0||||||
04FA014|"PLANCHA DE ACERO  5/8"""|M2||||||||||||0||1|1|0||||||
04FA015|"PLANCHA DE ACERO  3/4"""|M2||||||||||||0||1|1|0||||||
04FA016|"PLANCHA DE ACERO  1 """|M2||||||||||||0||1|1|0||||||
04FD001|"FLEJE DE ACERO  1/2"" X 1/8"""|ML||||||||||||2,13672||1|1|0||||||
04FD002|"FLEJE DE ACERO  5/8"" X 1/8"""|ML||||||||||||2,55432||1|1|0||||||
04FD003|"FLEJE DE ACERO  3/4"" X 1/8"""|ML||||||||||||2,90232||1|1|0||||||
04FD004|"FLEJE DE ACERO 1"" x 1/8"""|ML||||||||||||3,68184||1|1|0||||||
04FD005|"FLEJE DE ACERO 1"" x 3/16"" (PLATINA)"|ML||||||||||||5,62368||1|1|0||||||
04FD006|"FLEJE DE ACERO 1 1/4"" x 1/8"""|ML||||||||||||5,1504||1|1|0||||||
04FD007|"FLEJE DE ACERO 1 1/4"" x 3/16"""|ML||||||||||||7,46112||1|1|0||||||
04FD008|"FLEJE DE ACERO 1"" x 1/4"" (PLATINA)"|ML||||||||||||8,03184||1|1|0||||||
04FD009|"FLEJE DE ACERO 1 1/2"" x 1/8"" (PLATINA)"|ML||||||||||||5,37312||1|1|0||||||
04FD010|"FLEJE DE ACERO 1 1/2"" x 3/16"""|ML||||||||||||8,50512||1|1|0||||||
04FD011|"FLEJE DE ACERO 1 1/2"" x 1/4""  (PLATINA)"|ML||||||||||||11,30304||1|1|0||||||
04FD012|"FLEJE DE ACERO 2"" x 3/8"""|ML||||||||||||17,07288||1|1|0||||||
04FD013|"FLEJE DE ACERO 2"" x 3/16"""|ML||||||||||||10,97592||1|1|0||||||
04FD014|"FLEJE DE ACERO 2"" x 1/4"""|ML||||||||||||16,20984||1|1|0||||||
04FD015|"FLEJE DE ACERO 3"" x 1/4"""|ML||||||||||||18,22128||1|1|0||||||
04FD016|"FLEJE DE ACERO 3"" x 3/8"""|ML||||||||||||27,40152||1|1|0||||||
06CA001|PERFIL DE ALUMINIO|ML||||||||||||1,39896||1|1|0||||||
06CB001|"PERFIL U  DE ALUMINIO  e = 1"""|ML||||||||||||0||1|1|0||||||
06CC001|PERFIL T 2 x 1 DE ALUMINIO  e = 3.0 mm|ML||||||||||||0||1|1|0||||||
06CG001|PERFIL I 2 x 2 DE ALUMINIO|ML||||||||||||0||1|1|0||||||
07AA001|MALLA OLIMP ICA|M2||||||||||||38,73936||1|1|0||||||
07AA002|"MALLA OLIMP. DE  1/2""  ALAMBRE #14 GALV."|M2||||||||||||0||1|1|0||||||
07AA003|"MALLA OLIMP. DE 1""     ALAMBRE #12 GALV."|M2||||||||||||0||1|1|0||||||
07AA004|"MALLA OLIMP. DE 1""     ALAMBRE #14 GALV."|M2||||||||||||0||1|1|0||||||
07AA005|"MALLA OLIMP. DE 1 1/2"" ALAMBRE #12 GALV."|M2||||||||||||0||1|1|0||||||
07AA006|"MALLA OLIMP. DE 1 1/2"" ALAMBRE #14 GALV."|M2||||||||||||0||1|1|0||||||
07AA007|"MALLA OLIMP. DE 2""     ALAMBRE # 8 GALV."|M2||||||||||||6,96||1|1|0||||||
07AA008|"MALLA OLIMP. DE 2""     ALAMBRE #10 GALV."|M2||||||||||||31,1112||1|1|0||||||
07AA009|"MALLA OLIMP. DE 2""     ALAMBRE #12 GALV."|M2||||||||||||35,75352||1|1|0||||||
07AA010|"MALLA OLIMP. DE 2""     ALAMBRE #14 GALV."|M2||||||||||||0||1|1|0||||||
07AA011|"MALLA OLIMP. DE 2 1/4"" ALAMBRE #10 GALV."|M2||||||||||||0||1|1|0||||||
07AA012|"MALLA OLIMP. DE 2 1/4"" ALAMBRE #12 GALV."|M2||||||||||||0||1|1|0||||||
07AA013|"MALLA OLIMP. DE 2 1/2"" ALAMBRE #10 GALV."|M2||||||||||||0||1|1|0||||||
07AA014|"MALLA OLIMP. DE 2 1/2"" ALAMBRE #12 GALV."|M2||||||||||||0||1|1|0||||||
07AA015|"MALLA OLIMP. DE 3""     ALAMBRE #10 GALV."|M2||||||||||||0||1|1|0||||||
07AA016|"MALLA OLIMP. DE 3""     ALAMBRE #12 GALV."|M2||||||||||||0||1|1|0||||||
07AB001|"MALLA HEXAGONAL DE 1""  40 X 0.80 m."|M2||||||||||||2,95104||1|1|0||||||
07AB002|"MALLA HEXAGONAL DE 1""  40 X 0.90 m."|M2||||||||||||2,5752||1|1|0||||||
07AB003|MALLA MILIMETRICA METALICA|M2||||||||||||15,19368||1|1|0||||||
07AB004|MALLA MILIMETRICA No   8|M2||||||||||||8,67912||1|1|0||||||
07AB005|MALLA MILIMETRICA No  10|M2||||||||||||0||1|1|0||||||
07AB006|MALLA MILIMETRICA No 200|M2||||||||||||9,6048||1|1|0||||||
07AB050|MALLA DE REFUERZO 6 MM|KG||||||||||||4,176||1|1|0||||||
07AC001|MALLA PARA GAVION|M2||||||||||||95,7696||1|1|0||||||
07AC002|MALLA PARA GAVION  2x1x0.50|PZA||||||||||||200,274||1|1|0||||||
07AC003|MALLA PARA GAVION  2x1x1|PZA||||||||||||244,07328||1|1|0||||||
07AC004|MALLA PARA GAVION  3x1x1|PZA||||||||||||326,22216||1|1|0||||||
07AC005|MALLA PARA GAVION  4x2x0.23 (colchoneta)|PZA||||||||||||455,88||1|1|0||||||
07AD001|COLCHONETA 4 X 2 X 0.23M|PZA||||||||||||0||1|1|0||||||
07AD002|COLCHONETA 5 X 2 X 0.3 M|PZA||||||||||||292,51488||1|1|0||||||
07AD003|COLCHONETA 6 X 2 X 0.3|PZA||||||||||||341,84736||1|1|0||||||
07AD004|COLCHONETA 8 X 3 X 0.3|PZA||||||||||||139,2||1|1|0||||||
07AD049|GAVIONES|M3||||||||||||97,44||1|1|0||||||
07AD050|GAVION 4 X 2 X 0.3|PZA||||||||||||1,39896||1|1|0||||||
07AD051|GAVION 5 X 1 X 1|PZA||||||||||||1,93488||1|1|0||||||
07AD070|GAVIONES TIPO CANASTA|M3||||||||||||73,08||1|1|0||||||
07BA001|MALLA MILIMETRICA DE PLASTICO|M2||||||||||||13,45368||1|1|0||||||
08BA001|ELECTRODO E-6012|KG||||||||||||12,25656||1|1|0||||||
08BA002|ELECTRODO E-6013|KG||||||||||||11,12208||1|1|0||||||
08CA001|SOLDADURA DE ESTA�O|KG||||||||||||17,052||1|1|0||||||
10AA001|PERNO|KG||||||||||||22,28592||1|1|0||||||
10AA002|"PERNO HEXAGONAL  1/8 X 2"""|PZA||||||||||||0,33408||1|1|0||||||
10AA003|"PERNO HEXAGONAL  1/4 X 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA004|"PERNO HEXAGONAL  1/4 X 5/8"""|PZA||||||||||||0||1|1|0||||||
10AA005|"PERNO HEXAGONAL  1/4 X 3/4"""|PZA||||||||||||0,4176||1|1|0||||||
10AA006|"PERNO HEXAGONAL  1/4 X 1 """|PZA||||||||||||0||1|1|0||||||
10AA007|"PERNO HEXAGONAL  1/4 X 1 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA008|"PERNO HEXAGONAL  1/4 X 1 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA009|"PERNO HEXAGONAL  1/4 X 2 """|PZA||||||||||||0||1|1|0||||||
10AA010|"PERNO HEXAGONAL  1/4 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA011|"PERNO HEXAGONAL  5/16 X 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA012|"PERNO HEXAGONAL  5/16 X 5/8"""|PZA||||||||||||0||1|1|0||||||
10AA013|"PERNO HEXAGONAL  5/16 X 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA014|"PERNO HEXAGONAL  5/16 X 1"""|PZA||||||||||||0||1|1|0||||||
10AA015|"PERNO HEXAGONAL  5/16 X 1 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA016|"PERNO HEXAGONAL  5/16 X 1 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA017|"PERNO HEXAGONAL  5/16 X 1 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA018|"PERNO HEXAGONAL  5/16 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA019|"PERNO HEXAGONAL  5/16 X 2 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA020|"PERNO HEXAGONAL  5/16 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA021|"PERNO HEXAGONAL  5/16 X 3"""|PZA||||||||||||0||1|1|0||||||
10AA022|"PERNO HEXAGONAL  3/8 X 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA023|"PERNO HEXAGONAL  3/8 X 5/8"""|PZA||||||||||||0||1|1|0||||||
10AA024|"PERNO HEXAGONAL  3/8 X 1"""|PZA||||||||||||0||1|1|0||||||
10AA025|"PERNO HEXAGONAL  3/8 X 1 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA026|"PERNO HEXAGONAL  3/8 X 1 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA027|"PERNO HEXAGONAL  3/8 X 1 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA028|"PERNO HEXAGONAL  3/8 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA029|"PERNO HEXAGONAL  3/8 X 2 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA030|"PERNO HEXAGONAL  3/8 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA031|"PERNO HEXAGONAL  3/8 X 3"" C/TUERCA"|PZA||||||||||||1,38504||1|1|0||||||
10AA032|PERNO HEXAGONAL  3/8 X 3 1/2|PZA||||||||||||0||1|1|0||||||
10AA033|"PERNO HEXAGONAL  3/8 X 4"""|PZA||||||||||||0||1|1|0||||||
10AA034|"PERNO HEXAGONAL  3/8 X 4 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA035|"PERNO HEXAGONAL  3/8 X 5"""|PZA||||||||||||0||1|1|0||||||
10AA036|"PERNO HEXAGONAL  3/8 X 6"""|PZA||||||||||||2,6448||1|1|0||||||
10AA037|"PERNO HEXAGONAL  3/8 X 6 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA038|"PERNO HEXAGONAL  3/8 X 7"""|PZA||||||||||||1,95576||1|1|0||||||
10AA039|"PERNO HEXAGONAL  3/8 X 8"""|PZA||||||||||||2,9928||1|1|0||||||
10AA040|"PERNO HEXAGONAL  7/16 X 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA041|"PERNO HEXAGONAL  7/16 X 1 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA042|"PERNO HEXAGONAL  7/16 X 1 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA043|"PERNO HEXAGONAL  7/16 X 2 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA044|"PERNO HEXAGONAL  7/16 X 4"""|PZA||||||||||||0||1|1|0||||||
10AA045|"PERNO HEXAGONAL  1/2 X 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA046|"PERNO HEXAGONAL  1/2 X 1"""|PZA||||||||||||0||1|1|0||||||
10AA047|"PERNO HEXAGONAL  1/2 X 1 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA048|"PERNO HEXAGONAL  1/2 X 1 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA049|"PERNO HEXAGONAL  1/2 X 1 3/4"""|PZA||||||||||||0||1|1|0||||||
10AA050|"PERNO HEXAGONAL  1/2 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA051|"PERNO HEXAGONAL  1/2 X 2 1/2"""|PZA||||||||||||2,3664||1|1|0||||||
10AA052|"PERNO HEXAGONAL  1/2 X 3"""|PZA||||||||||||0||1|1|0||||||
10AA053|"PERNO HEXAGONAL  1/2 X 3 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA054|"PERNO HEXAGONAL  1/2 X 4"""|PZA||||||||||||0||1|1|0||||||
10AA055|"PERNO HEXAGONAL  1/2 X 6"""|PZA||||||||||||4,09944||1|1|0||||||
10AA056|"PERNO HEXAGONAL  1/2 X 7"""|PZA||||||||||||5,3592||1|1|0||||||
10AA057|"PERNO HEXAGONAL  1/2 x 12"""|PZA||||||||||||7,64208||1|1|0||||||
10AA058|"PERNO HEXAGONAL  1/2 x 12"" C/ARANDELA"|PZA||||||||||||2,97888||1|1|0||||||
10AA059|"PERNO HEXAGONAL  5/8 X 1"""|PZA||||||||||||0||1|1|0||||||
10AA060|"PERNO HEXAGONAL  5/8 X 1 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA061|"PERNO HEXAGONAL  5/8 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA062|"PERNO HEXAGONAL  5/8 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA063|"PERNO HEXAGONAL  5/8 X 3 """|PZA||||||||||||0||1|1|0||||||
10AA064|"PERNO HEXAGONAL  5/8 X 3 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA065|"PERNO HEXAGONAL  5/8 X 10"""|PZA||||||||||||14,8248||1|1|0||||||
10AA066|"PERNO HEXAGONAL  5/8 X 12"""|PZA||||||||||||17,052||1|1|0||||||
10AA067|"PERNO HEXAGONAL  5/8 X 20"""|PZA||||||||||||37,0272||1|1|0||||||
10AA068|"PERNO HEXAGONAL  3/4 X 3/8"""|PZA||||||||||||0||1|1|0||||||
10AA069|"PERNO HEXAGONAL  3/4 X 1 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA070|"PERNO HEXAGONAL  3/4 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA071|"PERNO HEXAGONAL  3/4 X 2 1/4"""|PZA||||||||||||0||1|1|0||||||
10AA072|"PERNO HEXAGONAL  3/4 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA073|"PERNO HEXAGONAL  3/4 X 3"""|PZA||||||||||||0||1|1|0||||||
10AA074|"PERNO HEXAGONAL  3/4 X 3 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA075|"PERNO HEXAGONAL  7/8 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA076|"PERNO HEXAGONAL  7/8 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA077|"PERNO HEXAGONAL  7/8 X 3"""|PZA||||||||||||0||1|1|0||||||
10AA078|"PERNO HEXAGONAL  7/8 X 3 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA079|"PERNO HEXAGONAL  7/8 X 4"""|PZA||||||||||||0||1|1|0||||||
10AA080|"PERNO HEXAGONAL  7/8 X 5"""|PZA||||||||||||0||1|1|0||||||
10AA081|"PERNO HEXAGONAL  7/8 X 6"""|PZA||||||||||||0||1|1|0||||||
10AA082|"PERNO HEXAGONAL 1 X 2"""|PZA||||||||||||0||1|1|0||||||
10AA083|"PERNO HEXAGONAL 1 X 2 1/2"""|PZA||||||||||||0||1|1|0||||||
10AA084|"PERNO HEXAGONAL 1 X 3"""|PZA||||||||||||0||1|1|0||||||
10AA085|"PERNO HEXAGONAL 1 X 4"""|PZA||||||||||||0||1|1|0||||||
10AA086|"PERNO HEXAGONAL 1 X 5"""|PZA||||||||||||0||1|1|0||||||
10AA087|"PERNO HEXAGONAL 1 X 6"""|PZA||||||||||||0||1|1|0||||||
10AA088|"PERNO HEXAGONAL 1 1/2 X 7 1/16"""|PZA||||||||||||0,89088||1|1|0||||||
10AA089|"PERNO HEXAGONAL 2 X 1/2"""|PZA||||||||||||2,088||1|1|0||||||
10AA090|"PERNO HEXAGONAL 2 X 1 1/2"""|PZA||||||||||||2,3664||1|1|0||||||
10AA091|"PERNO HEXAGONAL 2 X 7 1/16"""|PZA||||||||||||0||1|1|0||||||
